Dataset ID,File Path,File Size Bytes,SHA256,Integrity Status,Raw Lock Status
DS0005,raw/DS0005/fairface_label_train.csv,3793020,90624451f2214ae1aa84021ae51c19ce45a375bd0bff901b935feadc59514795,checksummed,source_files_immutable
DS0005,raw/DS0005/fairface_label_val.csv,447631,19906f6917373dc19385e23ff0bacb75767fd0f99569ae6201d268af33d4c96b,checksummed,source_files_immutable
DS0003,kaggle:xhlulu/140k-real-and-fake-faces,,external_kaggle_dataset_no_local_archive_hash,access_confirmed_pending_sample_checksum,immutable_on_kaggle_input
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/cips/cips_img001228_bc421a27.jpg,5798,227e384959cffa2fafadb9d8c6cbb90455f170b12ce70c9c72e45d1c1b1dd24f,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/cips/cips_img002524_4c6cbdd8.jpg,8148,1abc224298c6466d78e8f8636460ed45eabe9da150340bbdea4e9a4fee5966b3,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/cips/cips_img003756_e8c514bc.jpg,7244,1d8e401e34a0e551ca5556d15618eec7c9918d9976acf58cbaa36641129768ab,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/face_synthetics/face_synthetics_img000415_5e9d7486.jpg,7150,b38bf397587813b599bfb28a2aee3fed853fc01cf0c21ebb0603d28a0032580b,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/face_synthetics/face_synthetics_img002930_619b4243.jpg,5717,fee20b30cb4694c7f1f2030b1d64ad72056672de657c5c2f9f4772d9e8b72c0c,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/face_synthetics/face_synthetics_img005561_62f92603.jpg,12828,e2a4065c107e64ee3745f22572c4faa610b948d26ab2f936f98e9859b1f84154,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/face_synthetics/face_synthetics_img008223_cae858a5.jpg,6538,6b170ec09ce008f9d2e06f4fdb9f72fa6efc5c8e456fed29677224aaf8b40dca,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/gansformer/gansformer_img005384_b206b013.jpg,12018,8e19757d8c846a635a2243fcddb596a5120fc294de42195d782d367393ae9f6b,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/gansformer/gansformer_img006644_f644bfe8.jpg,6449,170cc3606d59fe432fc10a0e7b93a59b195d4a26fadf9030bccbb669e49c5405,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/gansformer/gansformer_img007927_31a2a404.jpg,9444,dec245e480dd141a090c134a635d1317c4b7c1fdbdbedfe5d26f0799e8114fe4,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/gansformer/gansformer_img009245_a8dc7e45.jpg,8258,27e86345e2fa3b2dd61f5740f03cdd3b793af65e8b4bedd9b397d89d88a57043,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/lama/lama_img001200_35a6430f.jpg,8451,97d191ca36f8c079bb0f3298c3092dd3feecea5bceac1ad5a1ae08d2e12ba784,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/lama/lama_img004092_628b7fea.jpg,9696,f25c4e3a3b7f2547e6177ddae0eb135589077a71517fe86b08df814def8d44c2,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/lama/lama_img006681_447d83dd.jpg,12150,d069c9a88267bd5c478a69f6043f953b6affc4de6f9ea94e0e00fc9626e3cc29,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/lama/lama_img009417_475072a6.jpg,8093,e8c997d99ed45650f7311e15fd9367b9b9717903a129f2f92b6a82313a9972dd,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/mat/mat_img004745_cfd67db8.jpg,13776,aebd2cdf56f359f4e8b961215e16d4a42f249fb63e4ef7c8ccacc53875c0d3cd,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/mat/mat_img012286_c2568a8a.jpg,13765,835196decd0a0e2c723d21ba3d7b2cc0cbc1680dee0aa8ef08c951ac55bef1e5,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/mat/mat_img019801_4700f76f.jpg,11172,b6a76b0aa60bfdbe10b2ec422d1da942357b79ce634c7a02d99630dc9757af1b,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/mat/mat_img028223_9e366e1a.jpg,11344,297020ec0d1c982a8b23f913d3e3aa3cfaffbc6e2f230c7640c3c833b2bb7122,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/projected_gan/projected_gan_img008395_acd64475.jpg,38987,f8b09745bc5e9df886258b94c56923b72f900d11104f366da183c9e61e6c1f99,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/projected_gan/projected_gan_img008918_ca98872c.jpg,11217,1eccd93aa72d44ab6a88132e4c5b9df7bd8a3c0985bf695b98153b75db21b3ea,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/projected_gan/projected_gan_img009439_98dc7539.jpg,10172,99963ee90cff5576ba0d6475196fdb97f1b56b17b269dc832d6bf8a0cb1d6e93,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/projected_gan/projected_gan_img009961_f9051c56.jpg,7498,8f2d9c48c5fdaeabb6645f3431cbad30970bc8a2eb976c1d2a48bdc7bee452ec,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/sfhq/sfhq_img002302_175478e6.jpg,30224,c5a74b6fd5193cdd218b6b2272d8a7e1be26ffbd510221d90b35723ec17e6171,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/sfhq/sfhq_img005088_4e363d6e.jpg,10380,bb9df3f69608deb25db8cba7d0033b70c40895dc1e1bd90975dd1e8b774eda86,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/sfhq/sfhq_img007608_3641e6d2.jpg,20409,dceaa32cf4afec2e3554b9aaca7bfc60276811498a9bebbbd6eabfbc7542ca8d,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/stable_diffusion/stable_diffusion_img000043_23ddb0a6.jpg,30243,e27e1598c5f5cbd3804ce78887693b4848f3ee0110d5f34c394eaca5aca3730f,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/stable_diffusion/stable_diffusion_img000700_315b22fc.jpg,7377,74ca4b7867939843371d567aa06e48dd9ab76610d224a940e44470a1155d022d,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/stable_diffusion/stable_diffusion_img001332_a074f830.jpg,10485,253557be6a732b3fa532999e138741f636cc17f01a17325e5620ab70ea1fcb94,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/stable_diffusion/stable_diffusion_img001945_c7ec57c0.jpg,16546,c4e92697b98fab4a11a855ea963b30e095d3a97b66bd047e17fdb9ba95f67665,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/stargan/stargan_img000585_a743e8b4.jpg,8596,72275ee09340dbfdd4a25e7ea585e0d2db28fe4b88f89ade73a3bcc370903961,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/stargan/stargan_img003085_4a4e5613.jpg,8401,7ff81b7068022499e6a5a18d12529c5dc2d0c1ce5021e5f1cd19b010bfdfc55d,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/stargan/stargan_img005717_dafee155.jpg,7588,059fc422af4d44f39f91616c265b199f564eec684bd35d53a44e32d1bd7f3975,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/stargan/stargan_img008310_e7efbd17.jpg,6164,727bbc24ab6bc34015653b50305a470eaaad59fbcc357b4bb5dafe8970aa91fc,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/stylegan1/stylegan1_img001089_94d5b36d.jpg,7323,dd134ba93bb0db436638942e36cdf387f6a698e7c3a841d94976c74565799f86,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/stylegan1/stylegan1_img003679_7e6a3df8.jpg,8974,6b81fbcde0b8b63737abafc8022b9d0c221678aba3ed60fa3718348d146767d8,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/stylegan1/stylegan1_img006391_4fdaa254.jpg,7051,7283c93f9fb88f75b1a868e583197556b041fa61a5849802801a41010a996fbf,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/stylegan1/stylegan1_img008753_08b40e5f.jpg,26037,b180f2554b6adf7b0ef92bf0591f9b5d0cffda53524d488e240940f0da2a4a4c,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/stylegan2/stylegan2_img014081_41467b3a.jpg,8069,e2ed7c043b903cebbae8f6170b1c8b4ab75598eea9e3853ceb89b20a51958e1c,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/stylegan2/stylegan2_img039710_5bb6b49a.jpg,9597,d7e903378b3f285cb354ec5bc1798be446a796313ef20646e0268e3d3a66bd23,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/stylegan2/stylegan2_img064192_75aef2b3.jpg,5995,8aa6e58cc4362b9bd907ab6f30145a2401bb672b9125f3e51ff155ec67be5e6c,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/stylegan2/stylegan2_img090586_ddf6c7be.jpg,5881,633ff532f1ea854a9026751db91a60f8318246d99a5c4eb5152188e01d5daed0,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/stylegan3/stylegan3_img001313_b307441d.jpg,5954,a186e77d30b928701b1db6544ea2482b2c3be57a16dae4230b96a8ccfeee9c06,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/stylegan3/stylegan3_img003351_6bc0bcb2.jpg,8896,4a1e3b196bc6614e99517a0bff39f9814049cd6dc353402386871c96eca90603,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/stylegan3/stylegan3_img005556_ff721f45.jpg,6187,c36993b15f4784a24f24ce906d07748edd01f974b790b5f2281550420a9abf30,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/stylegan3/stylegan3_img007689_99dbff87.jpg,33468,758805934fb14e9bada0213726e06c944c88029eba1c2cfc6d87b4e19b89ec9f,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/taming_transformer/taming_transformer_img010281_1a6ca39a.jpg,5522,d5a14f617bb4fbd4a16bc9361655d33c0ca228c20a411a40ccb56e0f807e281c,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/taming_transformer/taming_transformer_img023236_566b24b5.jpg,6281,f3da1247b3af9adae2fbe5fd1c93d4dd4f5799e62b094cee75dc09a6c624dd50,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/taming_transformer/taming_transformer_img037326_8a89ce3f.jpg,7297,da199a36aae7d61bf5268267bcb01c7c83322e31974ff2d7a271dbcc9b8a0ed8,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/fake/taming_transformer/taming_transformer_img049991_ddaaab65.jpg,7720,107840cc45a6613dc8fe1fcee220e1e8c811ae5afa403799e3102b81f52ba7b0,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/celebahq_img001364_28718fb6.jpg,12228,241c43078a72d5873f5f2d447f743cfc4b97addbdd60ba9017306daac5ffb270,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/celebahq_img002641_9947d14d.jpg,12152,becd9a67d7d95d9547ac8694302d7f270f04bacaabe440651cf8a8e7551596fb,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/celebahq_img003947_e3cc7fa5.jpg,6731,62cf9c81dc23646c208f0320ab417d91cebcf9de19a9f9260ad490e83ed9a591,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/celebahq_img005228_faeef41f.jpg,6449,7348a8a76798b0818e1df81bbacc0ed606df1d692d5477963ad7b38e82378f6f,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/celebahq_img006510_128b74e8.jpg,27756,2ccf029cbf2e730dc2fe01d820ab171b8d9cec09fddde90d290db641682e3bc6,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/celebahq_img007850_0c8ec048.jpg,12025,8a583e80a963dd82e8d417aeca3eeb3f7e6267ba89a2315920e5df97be55fc7c,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/celebahq_img009149_e0fec1cf.jpg,5970,a4fe6e90d00b8fac28dcbf87bf09e5d054584bedeac4ea9126dfc69a13c7ffcc,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/celebahq_img010465_a80f68c3.jpg,6220,5c3b945eb25c2af916c1b5fe6cb139420e78c2d2083456c54d1ceaf4588fd054,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/celebahq_img011772_4620aee9.jpg,7488,f24ed5ecf0ce98c10d5e1a8b59ea216262ac86816d477a4734830aee07682bd7,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/celebahq_img013023_c2c2b2f7.jpg,10030,921e7dc8d423c655e17498b354aa7d33801deeeff0a76bae2b2600bd2b7eb076,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/celebahq_img014353_98b02b7c.jpg,8649,299e0d350cac339ba460029713a641f1668a42409cc501d7a23d0e3fbc10927e,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/celebahq_img015621_0ab613e2.jpg,21874,c533e90d125dae7ef11337395bb1afa8307d5e7645189b2227525f45ae56fcea,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/celebahq_img016994_4ddc0929.jpg,7120,49da9bceffc3ee53a434d8a6f4e28e1bc05e183369ae5481e9b745cba6e43a60,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/celebahq_img018286_4511cfee.jpg,8783,c991e284b263ecd968fcb7ad6629c3d60b6200f47ba977eac2d99813dc904900,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/celebahq_img019594_62b730db.jpg,10011,4fb02c5b466423a78373acffba726aa1c40484f571afe9dedc6dc600d0890080,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/celebahq_img020904_0256d24b.jpg,5541,1eda583001259ade02f46de9947a93d872143da7688561834dac3695397d728f,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/celebahq_img022259_850e4580.jpg,8159,1b427a0094de138312d87aeb44fc6e9e97a76306ea878da14801758d925aace6,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/celebahq_img023587_f10acdec.jpg,8264,80016b75a155ce23670509ed4ae772b856cd4d1169f5e8229b06821544f27a5f,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/celebahq_img024779_c794a180.jpg,9275,6bcac4a2d8ad9e5c14e8b7f9d6bfabcec6a6b44574e24397877f1e9a946802f3,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/celebahq_img026052_ba3f39d3.jpg,6993,8e4ed0ed52e5a95fd6f9c67af54cc34ed6f6548faee47bd2fc44ea71da0db7a9,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/celebahq_img027364_f2f872ea.jpg,10557,9eda88dc9b6f86a80b22ff699cbcb663d360e2cd4a43c13695dc2841692934d9,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/celebahq_img028676_d3bb1280.jpg,13422,fd55bfb950c03d5ad3ac2acb9c64eed32ff1bdf33086dc70cc62dafb94a6b0a2,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/celebahq_img029999_ea337fb1.jpg,22450,68207e41d4eb6f512c2d412f062d713f42f127fb8784c9bbe50a4d22c2444f78,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/ffhq_img002804_33c58353.jpg,9772,e5d63b1e397629a8afd969ff360890b7bf5a94f504945ecd7eafe5817eaf9e70,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/ffhq_img005621_db85b195.jpg,6514,30ac3be69026256f2401f3c74e321e3ef532583e9226c2d26488f76d4b82be24,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/ffhq_img008551_8ed29bfe.jpg,8002,43c4679762ea219261a81bea786aef9e609ebac612c2a0fe7ce36014362dd069,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/ffhq_img011389_c5a8297c.jpg,12561,a87393bd2f51364eba2d5052a645092e5380d11e19e990c793fdf6be07c30c3b,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/ffhq_img014185_efd7b0e7.jpg,37523,993aa942017a8492f17eccc7626880382f3134b3ce47f2b74d85867a5dbf905b,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/ffhq_img017058_90ffca7c.jpg,15321,8ed930c58ff74173de8c4384c7ba003306b9ee40ec70c4ca08a0ebf9bb2ee141,sample_ok,read_only_scan
DS0001,/kaggle/input/datasets/isthisdeception/ds0001-artifact-face-subset/raw/DS0001/artifact_face_subset_50k/raw/DS0001/real/ffhq_img019769_b9d35835.jpg,12515,b4c6a5534639471ee4d83dec5d1266df59580d04a9836b94187be52b2abb62a7,sample_ok,read_only_scan
