dataset_id,relative_path,class_label,generator,condition,identity,split,age,gender,race,reason_code,content_hash,original_size,current_size,output_format,exif_stripped,processed_path
DS0005,val/6459.jpg,real,none,val,,val,,,,OK,918f948db5f2f26c071b7709397a7a7a46895ba0c127345ffa85dfc44f82abe5,224x224,224x224,PNG,true,images/val/6459.png
DS0005,val/5052.jpg,real,none,val,,val,,,,OK,71da7010c2527bb9f54cb8e4206ad46f8685b7010c0c000119bd5dd6e71e630e,224x224,224x224,PNG,true,images/val/5052.png
DS0005,val/7690.jpg,real,none,val,,val,,,,OK,0551f4486012dae7733f6d16d5643066613596acfd9b763642efe504fc60b8a2,224x224,224x224,PNG,true,images/val/7690.png
DS0005,val/6653.jpg,real,none,val,,val,,,,OK,425b6ff8d5e725ebd3cf930b9f5644fcf9ab5b5b617494f5838dd81e8690f4ae,224x224,224x224,PNG,true,images/val/6653.png
DS0005,val/473.jpg,real,none,val,,val,,,,OK,da3d450f9a46ba1db659933714a80a2e6fe5a7e749f2f1639055343d32a27189,224x224,224x224,PNG,true,images/val/473.png
DS0005,val/8864.jpg,real,none,val,,val,,,,OK,a8dccd9fd1dc23f4bee35063d559505588a4f26e3ec4c80056e91edadf2cb4d2,224x224,224x224,PNG,true,images/val/8864.png
DS0005,val/3446.jpg,real,none,val,,val,,,,OK,c7ec1fb6bee253f020b704282d5faa72cc2701c23b767dfe166850568a458998,224x224,224x224,PNG,true,images/val/3446.png
DS0005,val/1792.jpg,real,none,val,,val,,,,OK,5c873afb95734da5b6c0229930bfadf866f3c392550258b328fea7d169d3fe02,224x224,224x224,PNG,true,images/val/1792.png
DS0005,val/4772.jpg,real,none,val,,val,,,,OK,fdbe01cc08715f2dbcc44208d86f8149e8a9f860042a294e8702f0b33b65fe47,224x224,224x224,PNG,true,images/val/4772.png
DS0005,val/7427.jpg,real,none,val,,val,,,,OK,155d4bbf3afc0a6a30a1532a3d6d55a7b47a1c53747aeae6a17f182be31efd46,224x224,224x224,PNG,true,images/val/7427.png
DS0005,val/8623.jpg,real,none,val,,val,,,,OK,30770f6a2d9cd3fbaf3df93f538a5b405d5d2d5bde83dc530d30aa63f5043e9f,224x224,224x224,PNG,true,images/val/8623.png
DS0005,val/7006.jpg,real,none,val,,val,,,,OK,49befaafefcf19623fa205d515213702bacf7817cb53866bcc4807185b647f01,224x224,224x224,PNG,true,images/val/7006.png
DS0005,val/2936.jpg,real,none,val,,val,,,,OK,04f54c5abd6a675f1c33a741222d87d290fe10fa922e37aafbf80f6fbef585fb,224x224,224x224,PNG,true,images/val/2936.png
DS0005,val/2029.jpg,real,none,val,,val,,,,OK,ae444d5fa97683c1b5b83f17091949ff6a67777c1aa2ea782c88dc49242fcf77,224x224,224x224,PNG,true,images/val/2029.png
DS0005,val/6925.jpg,real,none,val,,val,,,,OK,6e448ab20e34717326d5e01aa0c97bde808ffdefd631d0fdbd43bb7c6a9abc13,224x224,224x224,PNG,true,images/val/6925.png
DS0005,val/4313.jpg,real,none,val,,val,,,,OK,48823b2f563432a6f22b4edd9f34b7a1016ae32344104a0a2f08beefb72ab4d3,224x224,224x224,PNG,true,images/val/4313.png
DS0005,val/6295.jpg,real,none,val,,val,,,,OK,3b66d74de34c353e9700ca7978bc50e1117dbbc896b793b7e79ea423d05beccc,224x224,224x224,PNG,true,images/val/6295.png
DS0005,val/5018.jpg,real,none,val,,val,,,,OK,d1c9f0c65fd5b7a98b31bf2d7a8372f81d973350e1ca5d47bbb3346f4344cd03,224x224,224x224,PNG,true,images/val/5018.png
DS0005,val/10201.jpg,real,none,val,,val,,,,OK,23c8c7d78563aa6aaeecd62b2d278cc04d311229047cffd5dabdb83ba0023a1e,224x224,224x224,PNG,true,images/val/10201.png
DS0005,val/8914.jpg,real,none,val,,val,,,,OK,e23440d519b670a78bd8de7ab500def2ee0f269283c30480a50cc123bdfb85b4,224x224,224x224,PNG,true,images/val/8914.png
DS0005,val/1411.jpg,real,none,val,,val,,,,OK,9b0ab894f1f61c9d8d0e115a9684aac921c17f933694aa69e6ed44e1a26afc6f,224x224,224x224,PNG,true,images/val/1411.png
DS0005,val/7918.jpg,real,none,val,,val,,,,OK,68cf04af549dc0fe993d4f9dad677589357c9d9e4fce663018ec7aa5e9c92db5,224x224,224x224,PNG,true,images/val/7918.png
DS0005,val/4275.jpg,real,none,val,,val,,,,OK,52c97c4205c000df690a1c527a81e12565bc21169e9c478a0dcab4d260775812,224x224,224x224,PNG,true,images/val/4275.png
DS0005,val/7245.jpg,real,none,val,,val,,,,OK,d14e084ee7e0364dee7016f50884572679a12b1d594e68f719ab14fe95ae89b1,224x224,224x224,PNG,true,images/val/7245.png
DS0005,val/3532.jpg,real,none,val,,val,,,,OK,e99486f13501a91f31d40f90149183d2b62da5e628ee2386a7d8033d7fbe3cd4,224x224,224x224,PNG,true,images/val/3532.png
DS0005,val/7802.jpg,real,none,val,,val,,,,OK,5f10c58513abe58cb1f8300755450c979581ad24e7d2418d44ef8cc77eb127d0,224x224,224x224,PNG,true,images/val/7802.png
DS0005,val/1031.jpg,real,none,val,,val,,,,OK,ba501a1d60ae676f075d8824b8c224a3b3500f5b00b98d57b855f34b3fd4d1ba,224x224,224x224,PNG,true,images/val/1031.png
DS0005,val/1833.jpg,real,none,val,,val,,,,OK,a02d303378f5ed1864c6ea487a30c9a6b5a9ae0a3be584ad9798f72d60045dc9,224x224,224x224,PNG,true,images/val/1833.png
DS0005,val/2675.jpg,real,none,val,,val,,,,OK,d5721231d3a8fce96af830528244c1fe653242dbc2a89f2179ce63ccfd6b8646,224x224,224x224,PNG,true,images/val/2675.png
DS0005,val/5627.jpg,real,none,val,,val,,,,OK,6488e3e0684a3a60d41d561469e7cece3f992dde272aa99abf33b465d98874fd,224x224,224x224,PNG,true,images/val/5627.png
DS0005,val/6800.jpg,real,none,val,,val,,,,OK,4ef3f72e728befcfd0161c937d6dbe34b2c62ee847306f3ca06cc85a7498ab5e,224x224,224x224,PNG,true,images/val/6800.png
DS0005,val/7962.jpg,real,none,val,,val,,,,OK,8a3319552e83b2cfd821ef405e2d9a9ecc12541ede15bd7f62e4216c8c79fb28,224x224,224x224,PNG,true,images/val/7962.png
DS0005,val/10255.jpg,real,none,val,,val,,,,OK,1c2e0731f99fb62e33b2249afe71c810bec8ee741b3810530f9941c89d4c04c6,224x224,224x224,PNG,true,images/val/10255.png
DS0005,val/10825.jpg,real,none,val,,val,,,,OK,24c37ebb714ee857fd1812ab9d7714fda2fb9ddcb3fbc8e71e761b9f06953b49,224x224,224x224,PNG,true,images/val/10825.png
DS0005,val/2172.jpg,real,none,val,,val,,,,OK,2f0f9c688a95a3f588e340504c35c31ad1356cf213f3e6b187a646a750ea992e,224x224,224x224,PNG,true,images/val/2172.png
DS0005,val/4765.jpg,real,none,val,,val,,,,OK,784b565ad0ea5fa2ad523414903e5373ada075b32d856fe238b44047e96d7087,224x224,224x224,PNG,true,images/val/4765.png
DS0005,val/6209.jpg,real,none,val,,val,,,,OK,95ce2afd1ddf5ab94c68bc912aaf542b2d187bf846d5dc591748208be3ceb541,224x224,224x224,PNG,true,images/val/6209.png
DS0005,val/6899.jpg,real,none,val,,val,,,,OK,aa2caff10a8f06a374380ff1234dd7c7a5ecc518f3a1526e057ed4c53414e79f,224x224,224x224,PNG,true,images/val/6899.png
DS0005,val/8442.jpg,real,none,val,,val,,,,OK,7ad1ad64a53c50f0dcc985966418057babf6903c73284706e9b09677b5be2286,224x224,224x224,PNG,true,images/val/8442.png
DS0005,val/5068.jpg,real,none,val,,val,,,,OK,528bda03fbce3588e6f8c61f9672ba08618ef6179d2aa4d5bbdfe7218caebcbe,224x224,224x224,PNG,true,images/val/5068.png
DS0005,val/6229.jpg,real,none,val,,val,,,,OK,80a8d5e11b9d95b14e69aa89a4ff6a7e232798762cfea8e8c9cf9851fcaca076,224x224,224x224,PNG,true,images/val/6229.png
DS0005,val/1749.jpg,real,none,val,,val,,,,OK,f296a9c14fcae529be7f388e0ce04a5ea541b3ee6ce627369aaeda9ef2ec6e46,224x224,224x224,PNG,true,images/val/1749.png
DS0005,val/1501.jpg,real,none,val,,val,,,,OK,081f94ac4d766677b3c4658b0c53cc2a9c751502bf52a302b735e882c1589576,224x224,224x224,PNG,true,images/val/1501.png
DS0005,val/9606.jpg,real,none,val,,val,,,,OK,6ea73c53963433e474edabfb51e58b5861945664a6a6837908cf22ca293ade8a,224x224,224x224,PNG,true,images/val/9606.png
DS0005,val/8543.jpg,real,none,val,,val,,,,OK,87fa980fc48106136f788dcb02aafc75e0d49106cc7024b2bb7261feb712fe6b,224x224,224x224,PNG,true,images/val/8543.png
DS0005,val/2021.jpg,real,none,val,,val,,,,OK,089f3c0673f0bd09757999f8962e440e0a8892daa2c88a65918f072040987ef3,224x224,224x224,PNG,true,images/val/2021.png
DS0005,val/5886.jpg,real,none,val,,val,,,,OK,bf773361ea1c3caf05cc4b12e206708552d1ca9533953cd74beec8926e602639,224x224,224x224,PNG,true,images/val/5886.png
DS0005,val/7384.jpg,real,none,val,,val,,,,OK,8833954de6e655701a6d0b2b4dfa8afec72b40f6d74346387d9ddc18cea1146e,224x224,224x224,PNG,true,images/val/7384.png
DS0005,val/3899.jpg,real,none,val,,val,,,,OK,a4ee2ae984af85859bf3114431420ba848862033dbb7b83c424703c6c417dde1,224x224,224x224,PNG,true,images/val/3899.png
DS0005,val/1995.jpg,real,none,val,,val,,,,OK,3c6b190080f1721e5da9bd121e82ae93775e8ecd1a794d39a59aa24d6eaeab30,224x224,224x224,PNG,true,images/val/1995.png
DS0005,val/5477.jpg,real,none,val,,val,,,,OK,e138a9cacdd6a350da0ed32993fb03f3cec9ba803abea7a49e16a8c1bd3cf261,224x224,224x224,PNG,true,images/val/5477.png
DS0005,val/1385.jpg,real,none,val,,val,,,,OK,a4a9ae33774359ca5e8b1de11e3ae5456f3fc23a1212e1687af96d2e8ee7a22c,224x224,224x224,PNG,true,images/val/1385.png
DS0005,val/3651.jpg,real,none,val,,val,,,,OK,229165965e3f9dfb15dcf287f357de6757e85404a8b667f16c353caf37477d38,224x224,224x224,PNG,true,images/val/3651.png
DS0005,val/8342.jpg,real,none,val,,val,,,,OK,9585fb6e64e1e81fbec3e59950ad9d6016e59210de182b55f0b4845044f03861,224x224,224x224,PNG,true,images/val/8342.png
DS0005,val/7544.jpg,real,none,val,,val,,,,OK,e3a2bc2a93dadd0c384cc8d079730b98c3c4bb4c07848b59614b1eacc3b1654a,224x224,224x224,PNG,true,images/val/7544.png
DS0005,val/4398.jpg,real,none,val,,val,,,,OK,2cba38e85ab6607d83c222e3d320956e7f72039af2f9aaf1a4dfe0e718643576,224x224,224x224,PNG,true,images/val/4398.png
DS0005,val/4581.jpg,real,none,val,,val,,,,OK,92f23e8d8110525de5b2b4d5cb6c2eb5b97e9588caa332d0aeedf96207c6fa5f,224x224,224x224,PNG,true,images/val/4581.png
DS0005,val/3537.jpg,real,none,val,,val,,,,OK,add1b032487d2f7e4206dcc421eba635c4bfbf484438b041d7f35423ca4e807f,224x224,224x224,PNG,true,images/val/3537.png
DS0005,val/5575.jpg,real,none,val,,val,,,,OK,c3d5dd4954411bdb8a6e4ae2000a2dea144e5b9cf4fbd31b186addd13347be22,224x224,224x224,PNG,true,images/val/5575.png
DS0005,val/2278.jpg,real,none,val,,val,,,,OK,2613c55c4fcf0b041b555002d8be78523c2484b07e9f4d6b031a1ab0fd076710,224x224,224x224,PNG,true,images/val/2278.png
DS0005,val/6831.jpg,real,none,val,,val,,,,OK,f0b4d46edff162d1729b8e2ff5c659232afa8840e68e26b342a47e5e8eb539ee,224x224,224x224,PNG,true,images/val/6831.png
DS0005,val/8929.jpg,real,none,val,,val,,,,OK,3a7f8946f15f33c691d717c26c9b7a8d6e3327dd375ef5b038372bb9621235c6,224x224,224x224,PNG,true,images/val/8929.png
DS0005,val/1971.jpg,real,none,val,,val,,,,OK,6790744ea83f301520325fa2a4a7951946d5573500229cf3337a125410ce0d98,224x224,224x224,PNG,true,images/val/1971.png
DS0005,val/6248.jpg,real,none,val,,val,,,,OK,8f1c88ac11e177afb1859ae6f0901f190e697bd7097df1f96610615d9e885674,224x224,224x224,PNG,true,images/val/6248.png
DS0005,val/7061.jpg,real,none,val,,val,,,,OK,de37dd2ae2652d540a94b21348454c8755d3e9bc2c2eae2cc5537c2a9d5057bb,224x224,224x224,PNG,true,images/val/7061.png
DS0005,val/3807.jpg,real,none,val,,val,,,,OK,520d53a7ebd0319bfa44af72731ed4149f72d801bd97d1fb1657314e68bc68b1,224x224,224x224,PNG,true,images/val/3807.png
DS0005,val/1383.jpg,real,none,val,,val,,,,OK,dcf07dc423bbf50165e7cd5bdb1b0a02b8f1c10dcbb749107b67553227069cef,224x224,224x224,PNG,true,images/val/1383.png
DS0005,val/9887.jpg,real,none,val,,val,,,,OK,f9dbd0c9289a62fd96e9cb1189af9006def85b6c8d989fe22af570377d020cc6,224x224,224x224,PNG,true,images/val/9887.png
DS0005,val/6337.jpg,real,none,val,,val,,,,OK,96ed0ae3cd2fef5b80272ca6adedbb4f2b7c9c4004dedead822d5c33c6f11a25,224x224,224x224,PNG,true,images/val/6337.png
DS0005,val/8612.jpg,real,none,val,,val,,,,OK,6cc3023142f58419501927f9b168628010e665b06415fe5ef1a7a2a545e92b9b,224x224,224x224,PNG,true,images/val/8612.png
