Dataset ID,Relative Path,Issue Code,Source Container
DS0002,LoRA/LoRA/id_1254/._lora_007_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1254/._lora_008_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_0416/._lora_001_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_0416/._lora_002_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_0416/._lora_003_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_0416/._lora_004_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_0416/._lora_005_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_0416/._lora_006_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_0416/._lora_007_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_0416/._lora_008_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1166/._lora_001_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1166/._lora_002_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1166/._lora_003_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1166/._lora_004_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1166/._lora_005_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1166/._lora_006_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1166/._lora_007_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1166/._lora_008_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1166/._lora_009_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1166/._lora_010_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1166/._lora_011_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1166/._lora_012_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1166/._lora_013_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1166/._lora_014_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1166/._lora_015_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1166/._lora_016_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1166/._lora_017_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1166/._lora_018_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1166/._lora_019_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1166/._lora_020_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1166/._lora_021_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1166/._lora_022_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1166/._lora_023_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1166/._lora_024_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2410/._lora_001_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2410/._lora_002_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2410/._lora_003_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2410/._lora_004_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1988/._lora_001_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1988/._lora_002_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1988/._lora_003_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1988/._lora_004_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2257/._lora_001_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2257/._lora_002_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2257/._lora_003_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2257/._lora_004_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2257/._lora_005_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2257/._lora_006_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2257/._lora_007_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2257/._lora_008_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2790/._lora_001_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2790/._lora_002_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2790/._lora_003_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2790/._lora_004_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1844/._lora_001_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1844/._lora_002_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1844/._lora_003_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1844/._lora_004_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1844/._lora_005_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1844/._lora_006_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1844/._lora_007_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1844/._lora_008_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1844/._lora_009_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1844/._lora_010_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1844/._lora_011_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1844/._lora_012_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2384/._lora_001_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2384/._lora_002_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2384/._lora_003_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2384/._lora_004_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2384/._lora_005_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2384/._lora_006_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2384/._lora_007_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2384/._lora_008_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2384/._lora_009_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2384/._lora_010_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2384/._lora_011_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2384/._lora_012_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1892/._Andrea_Veresova_lora_001_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1892/._Andrea_Veresova_lora_002_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1892/._Andrea_Veresova_lora_003_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1892/._Andrea_Veresova_lora_004_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1892/._Andrea_Veresova_lora_005_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1892/._Andrea_Veresova_lora_006_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1892/._Andrea_Veresova_lora_007_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1892/._Andrea_Veresova_lora_008_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1892/._lora_001_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1892/._lora_002_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1892/._lora_003_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1892/._lora_004_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1892/._lora_005_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1892/._lora_006_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1892/._lora_007_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1892/._lora_008_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2490/._lora_001_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2490/._lora_002_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2490/._lora_003_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2490/._lora_004_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2490/._lora_005_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2490/._lora_006_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2490/._lora_007_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2490/._lora_008_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2490/._lora_009_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2490/._lora_010_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2490/._lora_011_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2490/._lora_012_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2490/._lora_013_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2490/._lora_014_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2490/._lora_015_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2490/._lora_016_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2490/._lora_017_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2490/._lora_018_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2490/._lora_019_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_2490/._lora_020_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1978/._lora_001_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1978/._lora_002_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1978/._lora_003_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1978/._lora_005_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1978/._lora_006_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1978/._lora_007_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1978/._lora_008_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1978/._lora_009_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1978/._lora_011_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
DS0002,LoRA/LoRA/id_1978/._lora_012_000.png,CORRUPT_IMAGE,/kaggle/input/datasets/isthisdeception/ds0002-diff-official-test/raw/DS0002/test/I2I
